Transaction_ID,Customer_ID,Transaction_Amount,Transaction_Type,Transaction_Date,Merchant_Category,Location,Device_Type,Account_Balance,Transaction_Status,Fraud_Label
TXN555976,CUST102533,1069.86,Transfer,2025-02-05 20:04:00,Healthcare,Mumbai,POS Terminal,81188.25,Success,0
TXN510193,CUST101848,1172.17,Debit,2025-02-05 20:11:00,Fuel,Kolkata,Mobile App,115951.36,Success,0
TXN503236,CUST100246,1785.15,Online Payment,2025-02-05 20:12:00,Money Transfer,Ahmedabad,POS Terminal,51145.52,Success,0
TXN540034,CUST102261,2759.52,Online Payment,2025-02-05 20:17:00,Restaurant,London,POS Terminal,134488.65,Success,0
TXN521863,CUST101759,2319.16,Deposit,2025-02-05 20:25:00,Money Transfer,Kochi,POS Terminal,46778.05,Success,0
TXN508159,CUST102444,238.68,Online Payment,2025-02-05 20:43:00,Fuel,Pune,Mobile App,30457.16,Success,0
TXN525688,CUST102495,115.46,Debit,2025-02-05 20:50:00,Restaurant,Pune,POS Terminal,84851.2,Success,0
TXN590366,CUST102705,11349.58,Debit,2025-02-05 21:00:00,Money Transfer,Kolkata,Phone Banking,49142.18,Success,0
TXN590389,CUST101229,1017.74,Online Payment,2025-02-05 21:00:00,Restaurant,Mumbai,ATM,54691.3,Success,0
TXN503601,CUST100697,5379.57,Transfer,2025-02-05 21:08:00,Electronics,Bengaluru,Mobile App,69127.41,Success,0
TXN532739,CUST101920,7591.24,Deposit,2025-02-05 21:10:00,Money Transfer,Pune,Web Browser,6218.25,Success,0
TXN557718,CUST102700,2589.22,Transfer,2025-02-05 21:14:00,ATM Withdrawal,Jaipur,Mobile App,84321.92,Success,0
TXN529615,CUST101307,6980.26,Deposit,2025-02-05 21:21:00,Healthcare,Jaipur,Mobile App,42126.75,Success,0
TXN546980,CUST102281,8436.44,Debit,2025-02-05 21:24:00,Jewelry,Bengaluru,Web Browser,57074.14,Success,0
TXN570807,CUST101218,6227.28,Debit,2025-02-05 21:49:00,Grocery,Jaipur,Web Browser,131125.7,Success,0
TXN530003,CUST100669,1224.39,Online Payment,2025-02-05 21:59:00,Utilities,Kolkata,Phone Banking,16596.73,Success,0
TXN588928,CUST102964,3789.05,Debit,2025-02-05 22:12:00,Healthcare,Chennai,Mobile App,,Success,0
TXN557289,CUST100188,1366.41,Debit,2025-02-05 22:13:00,Electronics,Lucknow,ATM,39315.59,Pending,0
TXN505562,CUST101207,1545.14,Withdrawal,2025-02-05 22:16:00,Grocery,Pune,POS Terminal,35015.69,Success,0
TXN534096,CUST102705,393.12,Online Payment,2025-02-05 22:30:00,Utilities,Kolkata,Mobile App,47969.58,Success,0
TXN596042,CUST102668,23254.52,Withdrawal,2025-02-05 22:56:00,Travel,Ahmedabad,Web Browser,121448.42,Success,0
TXN566278,CUST102325,303.58,Credit,2025-02-05 23:11:00,Restaurant,London,Web Browser,17434.77,Success,0
TXN504894,CUST101910,7638.29,Debit,2025-02-05 23:25:00,Jewelry,Mumbai,Web Browser,20650.96,Failed,0
TXN523792,CUST102511,1623.46,Deposit,2025-02-06 03:29:00,Healthcare,Kolkata,Mobile App,95976.06,Success,0
TXN592666,CUST101451,4881.72,Debit,2025-02-06 04:06:00,Entertainment,Ahmedabad,Web Browser,70661.79,Success,0
TXN519893,CUST101983,490.55,Deposit,2025-02-06 05:03:00,Entertainment,Chennai,POS Terminal,4597.73,Success,0
TXN582164,CUST100521,569.8,Deposit,2025-02-06 05:04:00,Healthcare,Hyderabad,Mobile App,129101.13,Failed,0
TXN556080,CUST100134,7052.88,Debit,2025-02-06 05:23:00,Money Transfer,Ahmedabad,Mobile App,45452.37,Success,0
TXN517262,CUST100415,1368.98,Deposit,2025-02-06 05:24:00,Jewelry,Chennai,Mobile App,59910.25,Success,0
TXN610950,CUST100130,212.36,Credit,2025-02-06 05:43:00,Restaurant,Bengaluru,Mobile App,48783.89,Success,0
TXN553218,CUST101270,1143.73,Debit,2025-02-06 06:16:00,Online Shopping,Dubai,Web Browser,247733.8,Success,0
TXN539160,CUST101669,299.62,Debit,2025-02-06 06:16:00,Travel,Chandigarh,POS Terminal,34165.01,Success,0
TXN541496,CUST101408,3498.76,Transfer,2025-02-06 06:27:00,Online Shopping,Chandigarh,Mobile App,101211.01,Success,0
TXN613135,CUST101658,6284.85,Withdrawal,2025-02-06 06:31:00,Jewelry,Kolkata,Web Browser,144686.25,Success,0
TXN511408,CUST102521,1616.51,Transfer,2025-02-06 06:33:00,Electronics,Ahmedabad,Mobile App,32735.19,Success,0
TXN521053,CUST102987,1386.12,Debit,2025-02-06 06:39:00,Electronics,Pune,Mobile App,31798.15,Success,0
TXN554283,CUST101546,393.71,Withdrawal,2025-02-06 06:41:00,Restaurant,Chennai,ATM,59300.9,Success,0
TXN529896,CUST100416,185.94,Online Payment,2025-02-06 06:41:00,Grocery,Delhi,Phone Banking,16721.42,Success,0
TXN554067,CUST102540,282.89,Deposit,2025-02-06 06:46:00,Entertainment,Pune,Mobile App,19244.09,Success,0
TXN603285,CUST101359,499.27,Credit,2025-02-06 07:04:00,Entertainment,Bengaluru,Mobile App,24903.72,Success,0
TXN500659,CUST101831,1951.56,Credit,2025-02-06 07:08:00,Grocery,Singapore,Mobile App,110734.42,Success,0
TXN604875,CUST102466,183.66,Credit,2025-02-06 07:10:00,Entertainment,Chandigarh,ATM,102262.39,Success,0
TXN532904,CUST102892,928.26,Deposit,2025-02-06 07:15:00,Utilities,Ahmedabad,Mobile App,57813.08,Success,0
TXN504826,CUST100033,646.75,Withdrawal,2025-02-06 07:17:00,Restaurant,Hyderabad,Mobile App,130396.35,Success,0
TXN541072,CUST102758,665.83,Transfer,2025-02-06 07:32:00,Grocery,Jaipur,POS Terminal,24427.08,Success,0
TXN594919,CUST100645,4348.17,Transfer,2025-02-06 07:45:00,Utilities,Chandigarh,ATM,64475.78,Success,0
TXN575407,CUST100124,1999.92,Credit,2025-02-06 07:52:00,Utilities,Mumbai,ATM,27396.77,Success,0
TXN618644,CUST100331,1800.42,Transfer,2025-02-06 07:57:00,Money Transfer,Bengaluru,ATM,21594.31,Success,0
TXN521108,CUST102792,3041.54,Credit,2025-02-06 08:00:00,Healthcare,Lucknow,Mobile App,40209.53,Success,0
TXN598793,CUST101922,1242.26,Transfer,2025-02-06 08:01:00,Travel,Pune,Web Browser,107282.65,Success,0
TXN582554,CUST102630,91.92,Transfer,2025-02-06 08:05:00,Entertainment,Delhi,Web Browser,13137.76,Success,0
TXN501843,CUST100496,471.97,Debit,2025-02-06 08:06:00,Utilities,Dubai,Mobile App,73303.27,Success,0
TXN600794,CUST102719,5662.48,Transfer,2025-02-06 08:13:00,Online Shopping,Ahmedabad,Mobile App,71637.97,Failed,0
TXN516935,CUST101045,686.94,Transfer,2025-02-06 08:16:00,Restaurant,Hyderabad,Mobile App,74856.54,Success,0
TXN603616,CUST100805,1669.32,Debit,2025-02-06 08:22:00,Online Shopping,Delhi,ATM,19240.46,Failed,0
TXN544817,CUST102738,979.91,Debit,2025-02-06 08:30:00,Electronics,Jaipur,Web Browser,53183.75,Success,0
TXN560692,CUST100942,270.84,Credit,2025-02-06 08:46:00,Utilities,Bengaluru,ATM,52201.06,Success,0
TXN572809,CUST101850,24535.18,Debit,2025-02-06 08:50:00,Electronics,Bengaluru,POS Terminal,44502.63,Success,0
TXN559052,CUST100252,969.19,Debit,2025-02-06 08:59:00,Healthcare,Kolkata,Web Browser,14948.53,Success,0
TXN588338,CUST101294,502.48,Debit,2025-02-06 09:01:00,Money Transfer,Hyderabad,POS Terminal,209087.23,Success,0
TXN583492,CUST100491,14857.93,Transfer,2025-02-06 09:07:00,Utilities,Jaipur,Web Browser,460922.15,Success,0
TXN585894,CUST101228,187.85,Debit,2025-02-06 09:11:00,Entertainment,Kochi,POS Terminal,17573.42,Failed,1
TXN554482,CUST100923,3354.75,Debit,2025-02-06 09:11:00,Utilities,Pune,Mobile App,11848.57,Success,0
TXN517965,CUST102596,884.78,Transfer,2025-02-06 09:21:00,Online Shopping,Delhi,Mobile App,37380.47,Success,0
TXN618744,CUST100274,8072.43,Transfer,2025-02-06 09:22:00,ATM Withdrawal,Jaipur,Mobile App,50486.53,Success,0
TXN516724,CUST101397,1000.61,Debit,2025-02-06 09:23:00,Entertainment,Kochi,Web Browser,188528.33,Success,0
TXN587570,CUST102875,1756.59,Credit,2025-02-06 09:30:00,ATM Withdrawal,Bengaluru,POS Terminal,22415.91,Success,0
TXN548941,CUST101627,275.97,Transfer,2025-02-06 09:32:00,Entertainment,Bengaluru,Mobile App,63642.2,Success,0
TXN503011,CUST101245,898.03,Credit,2025-02-06 09:35:00,Utilities,Chennai,Mobile App,2758.06,Success,0
TXN515745,CUST100683,2530.88,Deposit,2025-02-06 09:39:00,Utilities,Kolkata,ATM,98764.59,Success,0
TXN615238,CUST102281,2646.78,Deposit,2025-02-06 09:41:00,Travel,Hyderabad,Web Browser,62993.78,Success,0
TXN508505,CUST100199,2051.05,Credit,2025-02-06 09:42:00,Healthcare,Chennai,Web Browser,35797.84,Success,0
TXN540177,CUST100231,6839.34,Deposit,2025-02-06 09:46:00,Jewelry,Kolkata,Mobile App,29619.12,Success,0
TXN557865,CUST100132,548.42,Deposit,2025-02-06 09:58:00,Restaurant,Ahmedabad,Mobile App,34509.68,Success,0
TXN562302,CUST100496,4082.49,Deposit,2025-02-06 10:06:00,ATM Withdrawal,Kolkata,Mobile App,71363.24,Success,0
TXN520843,CUST102507,692.65,Deposit,2025-02-06 10:06:00,ATM Withdrawal,Kochi,ATM,37147.29,Success,0
TXN541102,CUST100538,208.71,Online Payment,2025-02-06 10:06:00,Restaurant,Bengaluru,Web Browser,29962.53,Success,0
TXN616545,CUST100912,1010.61,Transfer,2025-02-06 10:13:00,Restaurant,Kochi,Mobile App,7031.91,Success,0
TXN560759,CUST101509,2906.05,Credit,2025-02-06 10:15:00,Grocery,Lucknow,Mobile App,31222.63,Success,0
TXN541726,CUST100218,1289.85,Deposit,2025-02-06 10:22:00,Money Transfer,Kochi,Web Browser,15685.93,Pending,0
TXN544332,CUST102433,5173.73,Debit,2025-02-06 10:32:00,Electronics,Hyderabad,Web Browser,32994.56,Failed,0
TXN578307,CUST101400,256.03,Debit,2025-02-06 10:39:00,Restaurant,Kolkata,Web Browser,,Success,0
TXN568282,CUST100580,514.97,Debit,2025-02-06 10:39:00,Fuel,Pune,Mobile App,91054.27,Success,0
TXN591973,CUST100218,4605.1,Debit,2025-02-06 10:43:00,Jewelry,Kochi,POS Terminal,11016.78,Success,0
TXN542885,CUST100674,2245.26,Transfer,2025-02-06 10:47:00,Electronics,Ahmedabad,Mobile App,142558.33,Success,0
TXN601533,CUST102798,3878.73,Credit,2025-02-06 10:47:00,Jewelry,Jaipur,Mobile App,33052.77,Pending,0
TXN520074,CUST101645,634.72,Online Payment,2025-02-06 10:50:00,Grocery,Kolkata,Web Browser,19611.45,Success,0
TXN578654,CUST102406,358.09,Withdrawal,2025-02-06 10:54:00,Restaurant,Ahmedabad,Web Browser,100640.49,Success,0
TXN573897,CUST102578,1016.84,Deposit,2025-02-06 10:56:00,Fuel,Mumbai,ATM,27236.49,Success,0
TXN517547,CUST101585,771.09,Debit,2025-02-06 11:05:00,Online Shopping,Kochi,Mobile App,26514.35,Success,0
TXN607532,CUST100154,5111.35,Credit,2025-02-06 11:11:00,ATM Withdrawal,Delhi,Mobile App,8576.52,Success,0
TXN602717,CUST100449,9607.52,Debit,2025-02-06 11:13:00,Electronics,Ahmedabad,ATM,200190.65,Failed,0
TXN502197,CUST100659,897.19,Debit,2025-02-06 11:22:00,Healthcare,Kolkata,Mobile App,192322.69,Success,0
TXN554236,CUST101488,2659.0,Online Payment,2025-02-06 11:23:00,Utilities,Kochi,Mobile App,69995.28,Success,0
TXN511397,CUST102494,67.8,Withdrawal,2025-02-06 11:24:00,Fuel,Kochi,Mobile App,37462.53,Success,0
TXN532524,CUST101871,5823.67,Withdrawal,2025-02-06 11:24:00,Fuel,Kolkata,Web Browser,19583.16,Success,0
TXN575802,CUST100602,1136.77,Credit,2025-02-06 11:25:00,Online Shopping,Ahmedabad,Phone Banking,7555.68,Success,0
TXN528595,CUST101314,704.31,Transfer,2025-02-06 11:26:00,Grocery,Mumbai,Web Browser,55221.15,Success,0
TXN528539,CUST102676,2386.08,Debit,2025-02-06 11:29:00,Money Transfer,Kolkata,Web Browser,60627.49,Success,0
TXN528503,CUST100335,12771.53,Deposit,2025-02-06 11:31:00,Jewelry,Ahmedabad,Phone Banking,29874.74,Success,0
TXN506051,CUST101271,9643.38,Online Payment,2025-02-06 11:33:00,Jewelry,Hyderabad,Web Browser,117358.76,Success,0
TXN583952,CUST102262,3339.54,Transfer,2025-02-06 11:34:00,Electronics,Kolkata,ATM,84199.31,Success,0
TXN589345,CUST101521,3084.18,Debit,2025-02-06 11:39:00,Fuel,Pune,Mobile App,58887.71,Success,0
TXN598164,CUST100814,597.07,Credit,2025-02-06 11:40:00,Online Shopping,Delhi,Web Browser,88732.19,Success,0
TXN548973,CUST102127,15016.02,Debit,2025-02-06 11:41:00,Travel,Hyderabad,POS Terminal,24263.31,Success,0
TXN613125,CUST101079,925.78,Debit,2025-02-06 11:44:00,Utilities,Hyderabad,Mobile App,70103.64,Success,0
TXN568911,CUST102906,850.34,Online Payment,2025-02-06 11:47:00,ATM Withdrawal,Dubai,Web Browser,9669.34,Success,0
TXN547959,CUST100393,547.76,Transfer,2025-02-06 11:48:00,Online Shopping,Jaipur,Web Browser,58386.75,Success,0
TXN547927,CUST101184,509.19,Deposit,2025-02-06 11:50:00,ATM Withdrawal,Bengaluru,POS Terminal,90724.45,Success,0
TXN527608,CUST100120,199.21,Transfer,2025-02-06 11:53:00,ATM Withdrawal,Ahmedabad,Web Browser,35790.89,Success,0
TXN593335,CUST102703,4134.09,Withdrawal,2025-02-06 11:56:00,Jewelry,Chandigarh,ATM,59552.86,Success,0
TXN565251,CUST102573,1021.01,Online Payment,2025-02-06 12:05:00,Fuel,Chandigarh,Mobile App,21012.42,Success,0
TXN501601,CUST102485,4003.07,Debit,2025-02-06 12:06:00,Utilities,Hyderabad,POS Terminal,26948.3,Success,0
TXN590884,CUST102238,244.58,Online Payment,2025-02-06 12:08:00,Entertainment,Hyderabad,Web Browser,36921.26,Success,0
TXN559312,CUST101411,897.7,Withdrawal,2025-02-06 12:08:00,Jewelry,Dubai,Mobile App,24773.46,Success,0
TXN601691,CUST101210,6759.58,Debit,2025-02-06 12:12:00,ATM Withdrawal,Lucknow,Mobile App,25172.27,Failed,0
TXN548882,CUST100479,137.49,Transfer,2025-02-06 12:18:00,Fuel,Kolkata,POS Terminal,38876.3,Success,0
TXN573974,CUST102407,7496.12,Credit,2025-02-06 12:19:00,Online Shopping,Chennai,Web Browser,40024.44,Failed,0
TXN502794,CUST102006,13770.47,Debit,2025-02-06 12:21:00,Travel,Pune,Mobile App,17546.09,Success,0
TXN535456,CUST101091,110.35,Online Payment,2025-02-06 12:23:00,Entertainment,Jaipur,ATM,16269.97,Success,0
TXN551952,CUST102294,191.45,Credit,2025-02-06 12:27:00,Utilities,Chennai,POS Terminal,29346.99,Success,0
TXN500243,CUST100735,750.59,Debit,2025-02-06 12:28:00,Money Transfer,Delhi,ATM,8794.55,Success,0
TXN516776,CUST102393,2996.39,Credit,2025-02-06 12:29:00,Travel,Mumbai,POS Terminal,228551.34,Pending,0
TXN541463,CUST101088,1413.31,Transfer,2025-02-06 12:30:00,Healthcare,Pune,Mobile App,45110.81,Success,0
TXN603484,CUST100606,3034.43,Online Payment,2025-02-06 12:31:00,Electronics,Chandigarh,Web Browser,23445.49,Success,0
TXN522260,CUST100441,1396.36,Withdrawal,2025-02-06 12:33:00,Fuel,Delhi,Mobile App,35169.27,Success,0
TXN562977,CUST101178,588.89,Withdrawal,2025-02-06 12:35:00,Online Shopping,Bengaluru,Mobile App,56047.87,Success,0
TXN522917,CUST101342,1811.55,Debit,2025-02-06 12:36:00,Online Shopping,Pune,Web Browser,30627.68,Success,0
TXN526545,CUST102610,231.77,Transfer,2025-02-06 12:39:00,Utilities,Kochi,Mobile App,5038.73,Success,0
TXN547601,CUST102410,8027.42,Withdrawal,2025-02-06 12:44:00,Money Transfer,Jaipur,Mobile App,468.54,Success,0
TXN553523,CUST100980,6241.81,Online Payment,2025-02-06 12:45:00,Travel,New York,POS Terminal,18769.32,Pending,0
TXN547068,CUST100790,556.93,Transfer,2025-02-06 12:46:00,Utilities,Bengaluru,Mobile App,88347.35,Success,0
TXN501682,CUST100877,486.65,Online Payment,2025-02-06 12:47:00,Restaurant,Hyderabad,Web Browser,44564.23,Success,0
TXN602656,CUST101211,977.86,Transfer,2025-02-06 12:47:00,ATM Withdrawal,Chandigarh,POS Terminal,136024.02,Success,0
TXN580734,CUST100767,2195.42,Withdrawal,2025-02-06 12:47:00,Jewelry,Mumbai,Web Browser,36263.98,Success,0
TXN509700,CUST102867,1077.84,Transfer,2025-02-06 12:49:00,Utilities,Ahmedabad,Web Browser,22170.2,Success,0
TXN613124,CUST101137,179.84,Transfer,2025-02-06 12:49:00,Restaurant,Kolkata,Mobile App,32087.14,Success,0
TXN506868,CUST102830,1405.44,Withdrawal,2025-02-06 12:50:00,Grocery,Bengaluru,Mobile App,205116.86,Success,0
TXN546222,CUST101166,1386.06,Transfer,2025-02-06 12:55:00,Travel,Chandigarh,POS Terminal,33828.36,Success,0
TXN508993,CUST102877,15414.85,Debit,2025-02-06 13:01:00,Jewelry,Kolkata,POS Terminal,193302.32,Failed,0
TXN511732,CUST100273,679.55,Transfer,2025-02-06 13:03:00,Fuel,Ahmedabad,POS Terminal,49266.45,Success,0
TXN550935,CUST100836,280.17,Transfer,2025-02-06 13:05:00,Entertainment,Lucknow,ATM,67178.35,Success,0
TXN567665,CUST100368,2108.46,Debit,2025-02-06 13:10:00,Entertainment,Kochi,Mobile App,225400.56,Success,0
TXN608164,CUST102902,1426.64,Debit,2025-02-06 13:10:00,Healthcare,Delhi,Mobile App,14515.71,Success,0
TXN568132,CUST102461,606.67,Transfer,2025-02-06 13:11:00,Grocery,Jaipur,POS Terminal,47787.4,Failed,0
TXN575885,CUST101368,7573.12,Online Payment,2025-02-06 13:14:00,Jewelry,Bengaluru,POS Terminal,105021.38,Success,0
TXN519120,CUST102070,3271.29,Online Payment,2025-02-06 13:15:00,Healthcare,Chandigarh,Mobile App,59006.11,Success,0
TXN586223,CUST100755,344.43,Deposit,2025-02-06 13:15:00,Utilities,Bengaluru,Mobile App,388672.34,Success,0
TXN579082,CUST100956,668.24,Withdrawal,2025-02-06 13:16:00,Fuel,Lucknow,Phone Banking,9918.94,Success,0
TXN522363,CUST101334,208.6,Debit,2025-02-06 13:17:00,Healthcare,Singapore,Web Browser,46108.58,Success,0
TXN512315,CUST101518,3703.7,Debit,2025-02-06 13:19:00,Jewelry,Delhi,Web Browser,29432.39,Success,0
TXN586683,CUST102546,2146.99,Deposit,2025-02-06 13:21:00,Electronics,Dubai,POS Terminal,23523.64,Success,0
TXN506214,CUST100019,1038.44,Withdrawal,2025-02-06 13:24:00,Fuel,Ahmedabad,POS Terminal,28416.31,Success,0
TXN515049,CUST100993,3001.13,Withdrawal,2025-02-06 13:24:00,Healthcare,Bengaluru,Mobile App,78851.52,Success,0
TXN581464,CUST101153,9957.82,Credit,2025-02-06 13:25:00,Jewelry,Delhi,Web Browser,18557.1,Success,0
TXN544581,CUST100896,3741.42,Credit,2025-02-06 13:26:00,Travel,Mumbai,Mobile App,15070.77,Success,0
TXN608983,CUST102581,8352.83,Deposit,2025-02-06 13:29:00,Travel,Chandigarh,Web Browser,27592.01,Success,0
TXN562126,CUST100273,2169.11,Debit,2025-02-06 13:34:00,ATM Withdrawal,Ahmedabad,Web Browser,49058.15,Success,0
TXN610638,CUST102005,8894.87,Debit,2025-02-06 13:37:00,Fuel,Kochi,Web Browser,72893.74,Success,0
TXN607998,CUST100519,108.07,Withdrawal,2025-02-06 13:39:00,Grocery,Chandigarh,POS Terminal,213843.53,Failed,0
TXN515587,CUST101931,4340.21,Transfer,2025-02-06 13:41:00,Travel,Ahmedabad,Web Browser,26552.81,Success,0
TXN581787,CUST102545,840.81,Debit,2025-02-06 13:41:00,Electronics,Hyderabad,POS Terminal,78118.69,Success,0
TXN562043,CUST101490,491.79,Online Payment,2025-02-06 13:44:00,ATM Withdrawal,Mumbai,Phone Banking,24051.92,Success,0
TXN615260,CUST100059,5899.9,Debit,2025-02-06 13:44:00,Jewelry,Delhi,Mobile App,30983.3,Success,0
TXN595229,CUST101399,1994.09,Transfer,2025-02-06 13:48:00,Utilities,Kolkata,Mobile App,144973.78,Success,0
TXN600055,CUST101962,1260.76,Debit,2025-02-06 13:48:00,ATM Withdrawal,Ahmedabad,Phone Banking,35507.53,Success,0
TXN501651,CUST100606,324.86,Withdrawal,2025-02-06 13:50:00,Grocery,Singapore,ATM,22113.04,Success,0
TXN587660,CUST100932,91.14,Deposit,2025-02-06 13:54:00,Utilities,Kolkata,Mobile App,17090.92,Success,0
TXN543288,CUST100925,13835.48,Deposit,2025-02-06 13:54:00,Money Transfer,Chennai,Mobile App,26741.08,Success,0
TXN553658,CUST102233,337.77,Transfer,2025-02-06 13:56:00,Healthcare,Kochi,ATM,264.44,Success,0
TXN590716,CUST101474,476.25,Deposit,2025-02-06 14:02:00,Grocery,Pune,POS Terminal,52704.12,Success,0
TXN536182,CUST101039,1473.61,Debit,2025-02-06 14:04:00,Online Shopping,Delhi,Mobile App,50064.69,Success,0
TXN569830,CUST101133,251.02,Transfer,2025-02-06 14:08:00,Utilities,Lucknow,Phone Banking,29667.4,Success,0
TXN512785,CUST100383,1759.22,Debit,2025-02-06 14:08:00,Money Transfer,Pune,Web Browser,28670.1,Success,0
TXN599726,CUST100019,725.01,Withdrawal,2025-02-06 14:11:00,Entertainment,Ahmedabad,Mobile App,24314.43,Success,0
TXN550526,CUST100298,3676.85,Debit,2025-02-06 14:18:00,Electronics,Lucknow,ATM,139762.95,Success,0
TXN611443,CUST102495,5007.94,Credit,2025-02-06 14:19:00,Money Transfer,Pune,Web Browser,94737.0,Success,0
TXN557994,CUST101486,13160.03,Online Payment,2025-02-06 14:23:00,Jewelry,London,Phone Banking,123169.76,Success,0
TXN517017,CUST100507,1770.38,Withdrawal,2025-02-06 14:23:00,Money Transfer,Chandigarh,Web Browser,206723.65,Success,0
TXN504190,CUST101010,2039.39,Transfer,2025-02-06 14:23:00,Money Transfer,Jaipur,Phone Banking,68153.0,Success,0
TXN592478,CUST102398,6438.07,Credit,2025-02-06 14:25:00,Money Transfer,Delhi,Web Browser,49040.26,Success,0
TXN508846,CUST102642,2520.72,Debit,2025-02-06 14:27:00,ATM Withdrawal,Ahmedabad,ATM,34641.82,Success,0
TXN538637,CUST102196,2412.93,Online Payment,2025-02-06 14:34:00,Money Transfer,Mumbai,Mobile App,40568.24,Success,0
TXN592799,CUST100242,937.97,Withdrawal,2025-02-06 14:34:00,Healthcare,Mumbai,POS Terminal,0.0,Pending,0
TXN551030,CUST100878,13942.9,Transfer,2025-02-06 14:41:00,Travel,Jaipur,POS Terminal,28811.21,Success,0
TXN522133,CUST101704,1137.53,Withdrawal,2025-02-06 14:41:00,Travel,Kolkata,Mobile App,8438.95,Success,0
TXN566400,CUST101404,1551.3,Online Payment,2025-02-06 14:43:00,Electronics,Bengaluru,Mobile App,21356.04,Success,0
TXN535709,CUST101402,1841.08,Transfer,2025-02-06 14:44:00,ATM Withdrawal,Dubai,ATM,18371.46,Success,0
TXN617158,CUST101316,4239.24,Withdrawal,2025-02-06 14:47:00,Entertainment,Ahmedabad,Mobile App,137893.3,Success,0
TXN516727,CUST102627,664.6,Online Payment,2025-02-06 14:49:00,ATM Withdrawal,Hyderabad,Mobile App,159700.18,Success,0
TXN507158,CUST100006,2063.85,Online Payment,2025-02-06 14:50:00,Online Shopping,Lucknow,Web Browser,19603.5,Success,0
TXN617290,CUST101310,3227.63,Deposit,2025-02-06 14:51:00,Fuel,Hyderabad,Mobile App,20544.68,Success,0
TXN619649,CUST101651,1502.67,Credit,2025-02-06 14:55:00,Fuel,Chennai,Web Browser,32806.43,Success,0
TXN593488,CUST100576,1309.14,Debit,2025-02-06 14:56:00,Online Shopping,Kolkata,ATM,17631.95,Success,0
TXN505105,CUST100960,326.31,Credit,2025-02-06 15:00:00,Fuel,Pune,Mobile App,15203.8,Success,0
TXN597579,CUST101558,611.19,Debit,2025-02-06 15:00:00,Healthcare,Jaipur,Mobile App,18322.18,Success,0
TXN554496,CUST102946,5514.33,Deposit,2025-02-06 15:03:00,Money Transfer,Hyderabad,Phone Banking,98605.2,Success,0
TXN545940,CUST100775,673.56,Debit,2025-02-06 15:04:00,Grocery,Chandigarh,ATM,26358.49,Success,0
TXN598829,CUST102101,1269.52,Transfer,2025-02-06 15:07:00,Healthcare,Delhi,Mobile App,83491.58,Success,0
TXN500520,CUST101260,809.33,Debit,2025-02-06 15:12:00,Online Shopping,Mumbai,Web Browser,13724.6,Success,0
TXN527528,CUST101468,566.65,Debit,2025-02-06 15:17:00,Utilities,Lucknow,Mobile App,20429.14,Success,0
TXN564786,CUST102453,6949.22,Transfer,2025-02-06 15:18:00,Electronics,Lucknow,Mobile App,9758.49,Success,0
TXN583972,CUST101068,2996.36,Withdrawal,2025-02-06 15:19:00,Jewelry,Mumbai,Web Browser,81788.51,Success,0
TXN581545,CUST101249,2355.02,Transfer,2025-02-06 15:19:00,Money Transfer,Kochi,Web Browser,18748.35,Success,0
TXN596577,CUST102676,13998.91,Debit,2025-02-06 15:19:00,Jewelry,London,Web Browser,64210.8,Success,0
TXN538856,CUST100891,43113.93,Online Payment,2025-02-06 15:20:00,Jewelry,Singapore,Mobile App,29654.32,Success,0
TXN566750,CUST100146,5606.66,Debit,2025-02-06 15:23:00,Travel,Hyderabad,ATM,89080.35,Success,0
TXN509526,CUST100389,1719.79,Credit,2025-02-06 15:24:00,Utilities,Chandigarh,Mobile App,44143.91,Success,0
TXN528234,CUST102503,7608.0,Debit,2025-02-06 15:25:00,Healthcare,Chandigarh,ATM,21428.69,Success,0
TXN534451,CUST100119,1575.4,Deposit,2025-02-06 15:26:00,Money Transfer,Ahmedabad,Mobile App,11557.27,Success,0
TXN515427,CUST100728,1439.02,Transfer,2025-02-06 15:31:00,Healthcare,Kolkata,Phone Banking,53167.9,Failed,0
TXN602994,CUST102937,3118.05,Credit,2025-02-06 15:33:00,Electronics,Delhi,Web Browser,38250.21,Success,0
TXN529266,CUST102423,4257.34,Debit,2025-02-06 15:33:00,Money Transfer,Delhi,Web Browser,13326.62,Success,0
TXN612018,CUST102174,1188.46,Deposit,2025-02-06 15:37:00,Restaurant,Hyderabad,Mobile App,19851.04,Success,0
TXN589454,CUST102509,1397.69,Debit,2025-02-06 15:37:00,Money Transfer,Jaipur,Mobile App,78948.29,Success,0
TXN592320,CUST101131,5033.82,Online Payment,2025-02-06 15:38:00,Jewelry,Kolkata,Mobile App,44618.9,Success,0
TXN603862,CUST101932,791.62,Online Payment,2025-02-06 15:38:00,Travel,Lucknow,Mobile App,31716.42,Success,0
TXN511830,CUST100048,6462.1,Withdrawal,2025-02-06 15:38:00,Utilities,Jaipur,Mobile App,141108.48,Success,0
TXN610329,CUST102084,262.51,Transfer,2025-02-06 15:43:00,Fuel,Jaipur,Mobile App,22561.71,Success,0
TXN546597,CUST100324,285.93,Debit,2025-02-06 15:45:00,Utilities,Chandigarh,Mobile App,163908.32,Success,0
TXN613569,CUST102973,942.2,Deposit,2025-02-06 15:49:00,Utilities,Kochi,Web Browser,45016.61,Success,0
TXN602760,CUST102283,274.22,Online Payment,2025-02-06 15:51:00,Utilities,Jaipur,POS Terminal,10979.27,Success,0
